"","Rank","Title","Runtime","Genre","Rating","Metascore","Votes","Director","Actor","Gross"
"1847",47,"Mama","100 min","Fantasy, Horror, Thriller",6.2,57,173871,"Andy Muschietti","Jessica Chastain","$71.63M"
"1848",48,"Safe Haven","115 min","Drama, Romance, Thriller",6.7,34,107420,"Lasse Hallström","Julianne Hough","$71.35M"
"1849",49,"The Smurfs 2","105 min","Animation, Adventure, Comedy",5.3,34,39970,"Raja Gosnell","Neil Patrick Harris","$71.02M"
"1850",50,"The Best Man Holiday","123 min","Comedy, Drama",6.7,59,15342,"Malcolm D. Lee","Monica Calhoun","$70.53M"
"1851",1,"American Sniper","133 min","Action, Biography, Drama",7.3,72,456736,"Clint Eastwood","Bradley Cooper","$350.13M"
"1852",2,"The Hunger Games: Mockingjay - Part 1","123 min","Action, Adventure, Sci-Fi",6.6,64,429169,"Francis Lawrence","Jennifer Lawrence","$337.14M"
"1853",3,"Guardians of the Galaxy","121 min","Action, Adventure, Comedy",8,76,1091829,"James Gunn","Chris Pratt","$333.18M"
"1854",4,"Captain America: The Winter Soldier","136 min","Action, Adventure, Sci-Fi",7.7,70,775892,"Anthony Russo","Chris Evans","$259.77M"
"1855",5,"The Lego Movie","100 min","Animation, Adventure, Comedy",7.7,83,334464,"Christopher Miller","Chris Pratt","$257.76M"
"1856",6,"The Hobbit: The Battle of the Five Armies","144 min","Adventure, Fantasy",7.4,59,493294,"Peter Jackson","Ian McKellen","$255.12M"
"1857",7,"Transformers: Age of Extinction","165 min","Action, Adventure, Sci-Fi",5.6,32,304487,"Michael Bay","Mark Wahlberg","$245.44M"
"1858",8,"Maleficent","97 min","Action, Adventure, Family",7,56,356398,"Robert Stromberg","Angelina Jolie","$241.41M"
"1859",9,"X-Men: Days of Future Past","132 min","Action, Adventure, Sci-Fi",7.9,75,678946,"Bryan Singer","Patrick Stewart","$233.92M"
"1860",10,"Big Hero 6","102 min","Animation, Action, Adventure",7.8,74,428839,"Don Hall","Ryan Potter","$222.53M"
"1861",11,"Dawn of the Planet of the Apes","130 min","Action, Adventure, Drama",7.6,79,422402,"Matt Reeves","Gary Oldman","$208.55M"
"1862",12,"The Amazing Spider-Man 2","142 min","Action, Adventure, Fantasy",6.6,53,434381,"Marc Webb","Andrew Garfield","$202.85M"
"1863",13,"Godzilla","123 min","Action, Adventure, Sci-Fi",6.4,62,398171,"Gareth Edwards","Aaron Taylor-Johnson","$200.68M"
"1864",14,"22 Jump Street","112 min","Action, Comedy, Crime",7,71,357483,"Phil Lord","Channing Tatum","$191.72M"
"1865",15,"Teenage Mutant Ninja Turtles","101 min","Action, Adventure, Comedy",5.8,31,204951,"Jonathan Liebesman","Megan Fox","$191.20M"
"1866",16,"Interstellar","169 min","Adventure, Drama, Sci-Fi",8.6,74,1610947,"Christopher Nolan","Matthew McConaughey","$188.02M"
"1867",17,"How to Train Your Dragon 2","102 min","Animation, Action, Adventure",7.8,76,316534,"Dean DeBlois","Jay Baruchel","$177.00M"
"1868",18,"Gone Girl","149 min","Drama, Mystery, Thriller",8.1,79,906225,"David Fincher","Ben Affleck","$167.77M"
"1869",19,"Divergent","139 min","Action, Adventure, Mystery",6.6,48,438668,"Neil Burger","Shailene Woodley","$150.95M"
"1870",20,"Neighbors","97 min","Comedy",6.3,68,296939,"Nicholas Stoller","Seth Rogen","$150.16M"
"1871",21,"Ride Along","99 min","Action, Comedy, Crime",6.2,41,107858,"Tim Story","Ice Cube","$134.94M"
"1872",22,"Rio 2","101 min","Animation, Adventure, Comedy",6.3,49,84740,"Carlos Saldanha","Jesse Eisenberg","$131.54M"
"1873",23,"Kingsman: The Secret Service","129 min","Action, Adventure, Comedy",7.7,60,615335,"Matthew Vaughn","Colin Firth","$128.26M"
"1874",24,"Into the Woods","125 min","Adventure, Comedy, Drama",5.9,69,136387,"Rob Marshall","Anna Kendrick","$128.00M"
"1875",25,"Lucy","89 min","Action, Sci-Fi, Thriller",6.4,61,466014,"Luc Besson","Scarlett Johansson","$126.66M"
"1876",26,"The Fault in Our Stars","126 min","Drama, Romance",7.7,69,356494,"Josh Boone","Shailene Woodley","$124.87M"
"1877",27,"Unbroken","137 min","Action, Biography, Drama",7.2,59,157240,"Angelina Jolie","Jack O'Connell","$115.64M"
"1878",28,"Night at the Museum: Secret of the Tomb","98 min","Adventure, Comedy, Family",6.2,47,113179,"Shawn Levy","Ben Stiller","$113.75M"
"1879",29,"Mr. Peabody & Sherman","92 min","Animation, Adventure, Comedy",6.8,59,65843,"Rob Minkoff","Ty Burrell","$111.51M"
"1880",30,"300: Rise of an Empire","102 min","Action, Drama",6.2,48,288473,"Noam Murro","Sullivan Stapleton","$106.58M"
"1881",31,"The Maze Runner","113 min","Action, Mystery, Sci-Fi",6.8,57,436394,"Wes Ball","Dylan O'Brien","$102.43M"
"1882",32,"The Equalizer","132 min","Action, Crime, Thriller",7.2,57,349009,"Antoine Fuqua","Denzel Washington","$101.53M"
"1883",33,"Noah","138 min","Action, Adventure, Drama",5.7,68,248394,"Darren Aronofsky","Russell Crowe","$101.20M"
"1884",34,"Edge of Tomorrow","113 min","Action, Adventure, Sci-Fi",7.9,71,629787,"Doug Liman","Tom Cruise","$100.21M"
"1885",35,"Non-Stop","106 min","Action, Mystery, Thriller",6.9,56,256684,"Jaume Collet-Serra","Liam Neeson","$92.17M"
"1886",36,"Heaven Is for Real","99 min","Biography, Drama, Family",5.8,47,26510,"Randall Wallace","Greg Kinnear","$91.44M"
"1887",37,"The Imitation Game","114 min","Biography, Drama, Thriller",8,71,716148,"Morten Tyldum","Benedict Cumberbatch","$91.13M"
"1888",38,"Taken 3","108 min","Action, Crime, Thriller",6,26,184977,"Olivier Megaton","Liam Neeson","$89.26M"
"1889",39,"Dumb and Dumber to","109 min","Comedy",5.6,36,132690,"Bobby Farrelly","Jim Carrey","$86.21M"
"1890",40,"Annie","118 min","Comedy, Drama, Family",5.3,33,36202,"Will Gluck","Quvenzhané Wallis","$85.91M"
"1891",41,"Fury","134 min","Action, Drama, War",7.6,64,449041,"David Ayer","Brad Pitt","$85.82M"
"1892",42,"Tammy","97 min","Comedy, Romance",4.9,39,50046,"Ben Falcone","Melissa McCarthy","$84.53M"
"1893",43,"Annabelle","99 min","Horror, Mystery, Thriller",5.4,37,149601,"John R. Leonetti","Ward Horton","$84.27M"
"1894",44,"The Other Woman","109 min","Comedy, Romance",6,39,134898,"Nick Cassavetes","Cameron Diaz","$83.91M"
"1895",45,"Penguins of Madagascar","92 min","Animation, Adventure, Comedy",6.7,53,84646,"Eric Darnell","Tom McGrath","$83.35M"
"1896",46,"Let's Be Cops","104 min","Action, Comedy, Crime",6.4,30,130271,"Luke Greenfield","Jake Johnson","$82.39M"
"1897",47,"The Monuments Men","118 min","Comedy, Drama, History",6.1,52,128086,"George Clooney","George Clooney","$78.03M"
"1898",48,"Paddington","95 min","Animation, Adventure, Comedy",7.2,77,104989,"Paul King","Hugh Bonneville","$76.27M"
"1899",49,"Hercules","98 min","Action, Adventure, Fantasy",6,47,150648,"Brett Ratner","Dwayne Johnson","$72.69M"
"1900",50,"The Purge: Anarchy","103 min","Action, Horror, Sci-Fi",6.4,50,145491,"James DeMonaco","Frank Grillo","$71.96M"
"1901",1,"Star Wars: Episode VII - The Force Awakens","138 min","Action, Adventure, Sci-Fi",7.8,80,884068,"J.J. Abrams","Daisy Ridley","$936.66M"
"1902",2,"Jurassic World","124 min","Action, Adventure, Sci-Fi",7,59,600265,"Colin Trevorrow","Chris Pratt","$652.27M"
"1903",3,"Avengers: Age of Ultron","141 min","Action, Adventure, Sci-Fi",7.3,66,789664,"Joss Whedon","Robert Downey Jr.","$459.01M"
"1904",4,"Inside Out","95 min","Animation, Adventure, Comedy",8.1,94,652332,"Pete Docter","Amy Poehler","$356.46M"
"1905",5,"Furious 7","137 min","Action, Adventure, Thriller",7.1,67,374369,"James Wan","Vin Diesel","$353.01M"
"1906",6,"Minions","91 min","Animation, Adventure, Comedy",6.4,56,221263,"Kyle Balda","Sandra Bullock","$336.05M"
"1907",7,"The Hunger Games: Mockingjay - Part 2","137 min","Action, Adventure, Sci-Fi",6.6,65,301517,"Francis Lawrence","Jennifer Lawrence","$281.72M"
"1908",8,"The Martian","144 min","Adventure, Drama, Sci-Fi",8,80,793560,"Ridley Scott","Matt Damon","$228.43M"
"1909",9,"Cinderella","105 min","Drama, Family, Fantasy",6.9,67,168033,"Kenneth Branagh","Lily James","$201.15M"
"1910",10,"Spectre","148 min","Action, Adventure, Thriller",6.8,60,396832,"Sam Mendes","Daniel Craig","$200.07M"
"1911",11,"Mission: Impossible - Rogue Nation","131 min","Action, Adventure, Thriller",7.4,75,354030,"Christopher McQuarrie","Tom Cruise","$195.04M"
"1912",12,"Pitch Perfect 2","115 min","Comedy, Music",6.4,63,148445,"Elizabeth Banks","Anna Kendrick","$184.30M"
"1913",13,"The Revenant","156 min","Action, Adventure, Drama",8,76,739986,"Alejandro G. Iñárritu","Leonardo DiCaprio","$183.64M"
"1914",14,"Ant-Man","117 min","Action, Adventure, Comedy",7.3,64,605853,"Peyton Reed","Paul Rudd","$180.20M"
"1915",15,"Home","94 min","Animation, Adventure, Comedy",6.6,55,96951,"Tim Johnson","Jim Parsons","$177.40M"
"1916",16,"Hotel Transylvania 2","89 min","Animation, Adventure, Comedy",6.7,44,115138,"Genndy Tartakovsky","Adam Sandler","$169.70M"
"1917",17,"Fifty Shades of Grey","125 min","Drama, Romance, Thriller",4.1,46,306314,"Sam Taylor-Johnson","Dakota Johnson","$166.17M"
"1918",18,"The SpongeBob Movie: Sponge Out of Water","92 min","Animation, Adventure, Comedy",6,62,52156,"Paul Tibbitt","Tom Kenny","$162.99M"
"1919",19,"Straight Outta Compton","147 min","Biography, Drama, History",7.8,72,188108,"F. Gary Gray","O'Shea Jackson Jr.","$161.20M"
"1920",20,"San Andreas","114 min","Action, Adventure, Thriller",6.1,43,223335,"Brad Peyton","Dwayne Johnson","$155.19M"
"1921",21,"Mad Max: Fury Road","120 min","Action, Adventure, Sci-Fi",8.1,90,925175,"George Miller","Tom Hardy","$154.06M"
"1922",22,"Daddy's Home","96 min","Comedy, Family",6.2,42,113434,"Sean Anders","Will Ferrell","$150.36M"
"1923",23,"The Divergent Series: Insurgent","119 min","Action, Adventure, Sci-Fi",6.2,42,225927,"Robert Schwentke","Shailene Woodley","$130.18M"
"1924",24,"The Peanuts Movie","88 min","Animation, Adventure, Comedy",7.1,67,43934,"Steve Martino","Noah Schnapp","$130.18M"
"1925",25,"The Good Dinosaur","93 min","Animation, Adventure, Comedy",6.7,66,107830,"Peter Sohn","Jeffrey Wright","$123.09M"
"1926",26,"Spy","120 min","Action, Comedy",7,75,236880,"Paul Feig","Melissa McCarthy","$110.83M"
"1927",27,"Trainwreck","125 min","Comedy, Drama, Romance",6.2,75,133460,"Judd Apatow","Amy Schumer","$110.21M"
"1928",28,"Creed","133 min","Drama, Sport",7.6,82,257953,"Ryan Coogler","Michael B. Jordan","$109.77M"
"1929",29,"Tomorrowland","130 min","Action, Adventure, Family",6.4,60,176924,"Brad Bird","George Clooney","$93.44M"
"1930",30,"Get Hard","100 min","Comedy, Crime",6,34,128779,"Etan Cohen","Will Ferrell","$90.41M"
"1931",31,"Terminator Genisys","126 min","Action, Adventure, Sci-Fi",6.3,38,267314,"Alan Taylor","Arnold Schwarzenegger","$89.76M"
"1932",32,"Sisters","118 min","Comedy",6,58,64800,"Jason Moore","Amy Poehler","$87.04M"
"1933",33,"Alvin and the Chipmunks: The Road Chip","92 min","Animation, Adventure, Comedy",5,33,18205,"Walt Becker","Jason Lee","$85.89M"
"1934",34,"Maze Runner: The Scorch Trials","131 min","Action, Adventure, Sci-Fi",6.3,43,233492,"Wes Ball","Dylan O'Brien","$81.70M"
"1935",35,"Ted 2","115 min","Comedy",6.3,48,194220,"Seth MacFarlane","Mark Wahlberg","$81.48M"
"1936",36,"Goosebumps","103 min","Adventure, Comedy, Family",6.3,60,84124,"Rob Letterman","Jack Black","$80.08M"
"1937",37,"Pixels","105 min","Action, Comedy, Fantasy",5.5,27,136877,"Chris Columbus","Adam Sandler","$78.75M"
"1938",38,"The Intern","121 min","Comedy, Drama",7.1,51,235597,"Nancy Meyers","Robert De Niro","$75.76M"
"1939",39,"Bridge of Spies","142 min","Drama, History, Thriller",7.6,81,298561,"Steven Spielberg","Tom Hanks","$72.31M"
"1940",40,"Paul Blart: Mall Cop 2","94 min","Action, Comedy, Crime",4.4,13,35898,"Andy Fickman","Kevin James","$71.04M"
"1941",41,"The Big Short","130 min","Biography, Comedy, Drama",7.8,81,389044,"Adam McKay","Christian Bale","$70.26M"
"1942",42,"War Room","120 min","Drama",6.5,26,14307,"Alex Kendrick","Priscilla C. Shirer","$67.79M"
"1943",43,"Magic Mike XXL","115 min","Comedy, Drama, Music",5.6,60,54042,"Gregory Jacobs","Channing Tatum","$66.01M"
"1944",44,"The Visit","94 min","Horror, Mystery, Thriller",6.2,55,121655,"M. Night Shyamalan","Olivia DeJonge","$65.21M"
"1945",45,"The Wedding Ringer","101 min","Comedy",6.6,35,73281,"Jeremy Garelick","Kevin Hart","$64.46M"
"1946",46,"Black Mass","123 min","Biography, Crime, Drama",6.9,68,173172,"Scott Cooper","Johnny Depp","$62.58M"
"1947",47,"Vacation","99 min","Adventure, Comedy",6.1,34,105133,"John Francis Daley","Ed Helms","$58.88M"
"1948",48,"The Perfect Guy","100 min","Thriller",5.6,36,10403,"David M. Rosenthal","Sanaa Lathan","$57.02M"
"1949",49,"Joy","124 min","Biography, Drama",6.6,56,132163,"David O. Russell","Jennifer Lawrence","$56.45M"
"1950",50,"Fantastic Four","100 min","Action, Adventure, Sci-Fi",4.2,27,158365,"Josh Trank","Miles Teller","$56.12M"
"1951",1,"Rogue One: A Star Wars Story","133 min","Action, Adventure, Sci-Fi",7.8,65,579363,"Gareth Edwards","Felicity Jones","$532.18M"
"1952",2,"Finding Dory","97 min","Animation, Adventure, Comedy",7.3,77,254008,"Andrew Stanton","Ellen DeGeneres","$486.30M"
"1953",3,"Captain America: Civil War","147 min","Action, Adventure, Sci-Fi",7.8,75,707201,"Anthony Russo","Chris Evans","$408.08M"
"1954",4,"The Secret Life of Pets","87 min","Animation, Adventure, Comedy",6.5,61,190654,"Chris Renaud","Louis C.K.","$368.38M"
"1955",5,"The Jungle Book","106 min","Adventure, Drama, Family",7.4,77,266797,"Jon Favreau","Neel Sethi","$364.00M"
"1956",6,"Deadpool","108 min","Action, Adventure, Comedy",8,65,946423,"Tim Miller","Ryan Reynolds","$363.07M"
"1957",7,"Zootopia","108 min","Animation, Adventure, Comedy",8,78,457515,"Byron Howard","Ginnifer Goodwin","$341.27M"
"1958",8,"Batman v Superman: Dawn of Justice","152 min","Action, Adventure, Sci-Fi",6.4,44,663474,"Zack Snyder","Ben Affleck","$330.36M"
"1959",9,"Suicide Squad","123 min","Action, Adventure, Fantasy",5.9,40,650237,"David Ayer","Will Smith","$325.10M"
"1960",10,"Sing","108 min","Animation, Comedy, Family",7.1,59,142502,"Garth Jennings","Matthew McConaughey","$270.40M"
"1961",11,"Moana","107 min","Animation, Adventure, Comedy",7.6,81,296028,"Ron Clements","Auli'i Cravalho","$248.76M"
"1962",12,"Fantastic Beasts and Where to Find Them","132 min","Adventure, Family, Fantasy",7.3,66,427688,"David Yates","Eddie Redmayne","$234.04M"
"1963",13,"Doctor Strange","115 min","Action, Adventure, Fantasy",7.5,72,642231,"Scott Derrickson","Benedict Cumberbatch","$232.64M"
"1964",14,"Hidden Figures","127 min","Biography, Drama, History",7.8,74,211682,"Theodore Melfi","Taraji P. Henson","$169.61M"
"1965",15,"Jason Bourne","123 min","Action, Thriller",6.6,58,215588,"Paul Greengrass","Matt Damon","$162.43M"
"1966",16,"Star Trek Beyond","122 min","Action, Adventure, Sci-Fi",7,68,236388,"Justin Lin","Chris Pine","$158.85M"
"1967",17,"X-Men: Apocalypse","144 min","Action, Adventure, Sci-Fi",6.9,52,408988,"Bryan Singer","James McAvoy","$155.44M"
"1968",18,"Trolls","92 min","Animation, Adventure, Comedy",6.5,55,76060,"Mike Mitchell","Anna Kendrick","$153.71M"
"1969",19,"La La Land","128 min","Comedy, Drama, Music",8,94,536161,"Damien Chazelle","Ryan Gosling","$151.10M"
"1970",20,"Kung Fu Panda 3","95 min","Animation, Action, Adventure",7.1,66,143878,"Alessandro Carloni","Jack Black","$143.53M"
"1971",21,"Split","117 min","Horror, Thriller",7.3,62,454199,"M. Night Shyamalan","James McAvoy","$138.29M"
"1972",22,"Ghostbusters: Answer the Call","117 min","Action, Comedy, Fantasy",6.7,60,212283,"Paul Feig","Melissa McCarthy","$128.34M"
"1973",23,"Central Intelligence","107 min","Action, Comedy, Crime",6.3,52,169290,"Rawson Marshall Thurber","Dwayne Johnson","$127.44M"
"1974",24,"The Legend of Tarzan","110 min","Action, Adventure, Drama",6.2,44,169689,"David Yates","Alexander Skarsgård","$126.64M"
"1975",25,"Sully","96 min","Biography, Drama",7.4,74,252199,"Clint Eastwood","Tom Hanks","$125.07M"
"1976",26,"Janatha Garage","162 min","Action, Crime, Drama",7.3,NA,6492,"Koratala Siva","Mohanlal","$120.50M"
"1977",27,"Bad Moms","100 min","Comedy",6.2,60,118853,"Jon Lucas","Mila Kunis","$113.26M"
"1978",28,"Angry Birds","97 min","Animation, Adventure, Comedy",6.3,43,85611,"Clay Kaytis","Jason Sudeikis","$107.51M"
"1979",29,"Independence Day: Resurgence","120 min","Action, Adventure, Sci-Fi",5.2,32,172424,"Roland Emmerich","Liam Hemsworth","$103.14M"
"1980",30,"The Conjuring 2","134 min","Horror, Mystery, Thriller",7.3,65,247260,"James Wan","Vera Farmiga","$102.47M"
"1981",31,"Arrival","116 min","Drama, Sci-Fi",7.9,81,631653,"Denis Villeneuve","Amy Adams","$100.55M"
"1982",32,"Passengers","116 min","Drama, Romance, Sci-Fi",7,41,371229,"Morten Tyldum","Jennifer Lawrence","$100.01M"
"1983",33,"Sausage Party","89 min","Animation, Adventure, Comedy",6.1,66,183551,"Greg Tiernan","Seth Rogen","$97.69M"
"1984",34,"The Magnificent Seven","132 min","Action, Adventure, Western",6.9,54,198636,"Antoine Fuqua","Denzel Washington","$93.43M"
"1985",35,"Ride Along 2","102 min","Action, Comedy, Crime",5.9,32,55369,"Tim Story","Ice Cube","$91.22M"
"1986",36,"Don't Breathe","88 min","Crime, Horror, Thriller",7.1,71,247769,"Fede Alvarez","Stephen Lang","$89.22M"
"1987",37,"Miss Peregrine's Home for Peculiar Children","127 min","Adventure, Drama, Family",6.7,57,162458,"Tim Burton","Eva Green","$87.24M"
"1988",38,"The Accountant","128 min","Action, Crime, Drama",7.3,51,276096,"Gavin O'Connor","Ben Affleck","$86.26M"
"1989",39,"Teenage Mutant Ninja Turtles: Out of the Shadows","112 min","Action, Adventure, Comedy",6,40,87909,"Dave Green","Megan Fox","$82.05M"
"1990",40,"The Purge: Election Year","108 min","Action, Horror, Sci-Fi",6,55,95200,"James DeMonaco","Frank Grillo","$79.21M"
"1991",41,"Alice Through the Looking Glass","113 min","Adventure, Family, Fantasy",6.2,34,99659,"James Bobin","Mia Wasikowska","$77.04M"
"1992",42,"Pete's Dragon","102 min","Action, Adventure, Comedy",6.7,71,56224,"David Lowery","Bryce Dallas Howard","$76.23M"
"1993",43,"The Girl on the Train","112 min","Crime, Drama, Mystery",6.5,48,178001,"Tate Taylor","Emily Blunt","$75.40M"
"1994",44,"Boo! A Madea Halloween","103 min","Comedy, Drama, Horror",4.6,30,8094,"Tyler Perry","Tyler Perry","$73.16M"
"1995",45,"Storks","87 min","Animation, Adventure, Comedy",6.8,56,58958,"Nicholas Stoller","Andy Samberg","$72.68M"
"1996",46,"10 Cloverfield Lane","103 min","Action, Drama, Horror",7.2,76,304517,"Dan Trachtenberg","John Goodman","$72.08M"
"1997",47,"Lights Out","81 min","Drama, Horror, Mystery",6.3,58,121264,"David F. Sandberg","Teresa Palmer","$67.27M"
"1998",48,"Hacksaw Ridge","139 min","Biography, Drama, History",8.1,71,466263,"Mel Gibson","Andrew Garfield","$67.21M"
"1999",49,"Allegiant","120 min","Action, Adventure, Mystery",5.7,33,114658,"Robert Schwentke","Shailene Woodley","$66.18M"
"2000",50,"Now You See Me 2","129 min","Action, Adventure, Comedy",6.5,46,264625,"Jon M. Chu","Jesse Eisenberg","$65.08M"
"2001",1,"Star Wars: Episode VIII - The Last Jedi","152 min","Action, Adventure, Fantasy",7,84,587885,"Rian Johnson","Daisy Ridley","$620.18M"
"2002",2,"Beauty and the Beast","129 min","Family, Fantasy, Musical",7.1,65,287565,"Bill Condon","Emma Watson","$504.01M"
"2003",3,"Wonder Woman","141 min","Action, Adventure, Fantasy",7.4,76,609801,"Patty Jenkins","Gal Gadot","$412.56M"
"2004",4,"Jumanji: Welcome to the Jungle","119 min","Action, Adventure, Comedy",6.9,58,343659,"Jake Kasdan","Dwayne Johnson","$404.52M"
"2005",5,"Guardians of the Galaxy Vol. 2","136 min","Action, Adventure, Comedy",7.6,67,609019,"James Gunn","Chris Pratt","$389.81M"
"2006",6,"Spider-Man: Homecoming","133 min","Action, Adventure, Sci-Fi",7.4,73,553316,"Jon Watts","Tom Holland","$334.20M"
"2007",7,"It","135 min","Horror",7.3,69,487183,"Andy Muschietti","Bill Skarsgård","$327.48M"
"2008",8,"Thor: Ragnarok","130 min","Action, Adventure, Comedy",7.9,74,644766,"Taika Waititi","Chris Hemsworth","$315.06M"
"2009",9,"Despicable Me 3","89 min","Animation, Adventure, Comedy",6.3,49,121792,"Kyle Balda","Steve Carell","$264.62M"
"2010",10,"Justice League","120 min","Action, Adventure, Fantasy",6.1,45,424685,"Zack Snyder","Ben Affleck","$229.02M"
